KNN经纬度目标编码
14479.57142857143
22551.571428571428
11808.0
16163.142857142857
12027.42857142857
24203.571428571428
19155.428571428572
22819.571428571428
12027.42857142857
13246.857142857143
16677.571428571428
13334.857142857143
24308.85714285714
15856.57142857143
18651.714285714286
30187.571428571428
20070.714285714286
21958.714285714286
11999.857142857143
12027.42857142857
15368.857142857143
12692.42857142857
22017.571428571428
16701.714285714286
26839.714285714286
18794.428571428572
18794.428571428572
22846.0
19412.714285714286
22756.428571428572
18869.85714285714
17414.85714285714
27745.285714285714
21768.14285714286
23619.571428571428
25638.14285714286
24151.571428571428
23619.571428571428
18667.428571428572
14625.42857142857
23619.571428571428
35449.857142857145
21167.714285714286
21768.14285714286
12299.714285714286
22407.85714285714
21883.14285714286
14625.42857142857
21883.14285714286
21835.428571428572
34978.142857142855
21167.714285714286
25638.14285714286
27064.571428571428
21167.714285714286
21883.14285714286
22551.571428571428
25638.14285714286
18667.428571428572
17002.0
30975.14285714286
22407.85714285714
18667.428571428572
32304.571428571428
23619.571428571428
22551.571428571428
37036.142857142855
21768.14285714286
22551.571428571428
21883.14285714286
21835.428571428572
21835.428571428572
22182.428571428572
25638.14285714286
18667.428571428572
23619.571428571428
14625.42857142857
18667.428571428572
25734.14285714286
27064.571428571428
21914.85714285714
20351.285714285714
23619.571428571428
23165.714285714286
32304.571428571428
20888.285714285714
21998.85714285714
23159.428571428572
22223.85714285714
21017.85714285714
18667.428571428572
14972.142857142857
21768.14285714286
18667.428571428572
20057.285714285714
26481.0
13192.142857142857
19284.285714285714
16959.85714285714
23619.571428571428
21883.14285714286
12591.57142857143
17248.285714285714
12769.0
20351.285714285714
22194.571428571428
21129.714285714286
25767.285714285714
18667.428571428572
22182.428571428572
21835.428571428572
22551.571428571428
21167.714285714286
23165.714285714286
24559.428571428572
18640.571428571428
11266.857142857143
22194.571428571428
12299.714285714286
21631.285714285714
27024.0
21698.285714285714
18667.428571428572
21768.14285714286
14845.42857142857
20025.285714285714
21017.85714285714
25638.14285714286
21914.85714285714
22407.85714285714
22551.571428571428
25823.14285714286
25734.14285714286
23619.571428571428
16488.14285714286
21768.14285714286
17356.285714285714
27038.714285714286
22551.571428571428
14625.42857142857
23619.571428571428
35449.857142857145
21768.14285714286
21914.85714285714
17265.0
12808.142857142857
22407.85714285714
20025.285714285714
27038.714285714286
21768.14285714286
16446.285714285714
21768.14285714286
20949.571428571428
26481.0
23619.571428571428
21768.14285714286
21410.85714285714
26481.0
21768.14285714286
16684.714285714286
20351.285714285714
21017.85714285714
25638.14285714286
20351.285714285714
21768.14285714286
17958.285714285714
24845.714285714286
20366.85714285714
21001.571428571428
30064.285714285714
24151.571428571428
23149.571428571428
18203.0
21167.714285714286
17696.0
22182.428571428572
16458.428571428572
24151.571428571428
17202.14285714286
21768.14285714286
18223.714285714286
25734.14285714286
21883.14285714286
24845.714285714286
14317.42857142857
18876.428571428572
25316.0
18876.428571428572
25638.14285714286
18667.428571428572
25823.14285714286
21835.428571428572
14738.142857142857
16608.14285714286
35449.857142857145
23149.571428571428
21835.428571428572
14317.42857142857
17461.285714285714
12591.57142857143
13048.285714285714
21835.428571428572
22182.428571428572
25638.14285714286
23619.571428571428
17958.285714285714
20888.285714285714
21768.14285714286
21883.14285714286
23159.428571428572
21998.85714285714
16959.85714285714
35449.857142857145
16472.14285714286
22407.85714285714
22194.571428571428
32304.571428571428
22194.571428571428
16636.285714285714
24148.428571428572
21768.14285714286
21167.714285714286
35449.857142857145
15234.57142857143
12769.0
23619.571428571428
23619.571428571428
24203.571428571428
26814.714285714286
23619.571428571428
20025.285714285714
21002.714285714286
23159.428571428572
21167.714285714286
21883.14285714286
14845.42857142857
18453.285714285714
16069.42857142857
20942.714285714286
23165.714285714286
14297.857142857143
22194.571428571428
11639.714285714286
14845.42857142857
17265.0
30936.428571428572
18593.428571428572
20179.428571428572
20942.714285714286
18203.0
21835.428571428572
13334.857142857143
13608.714285714286
23792.571428571428
15182.142857142857
18453.285714285714
21768.14285714286
18280.0
16446.285714285714
18667.428571428572
22602.428571428572
24845.714285714286
14506.142857142857
17653.85714285714
20763.0
22194.571428571428
23149.571428571428
19112.714285714286
20351.285714285714
22194.571428571428
27024.0
20351.285714285714
20949.571428571428
20622.714285714286
21768.14285714286
18223.714285714286
25734.14285714286
22194.571428571428
20942.714285714286
21167.714285714286
23619.571428571428
14625.42857142857
23165.714285714286
22182.428571428572
20025.285714285714
23269.285714285714
26481.0
22407.85714285714
16970.714285714286
37036.142857142855
29201.571428571428
15234.57142857143
18667.428571428572
17787.714285714286
23619.714285714286
17248.285714285714
24747.0
22407.85714285714
21998.85714285714
11135.285714285714
16608.14285714286
13661.57142857143
19246.428571428572
13398.714285714286
23159.428571428572
11999.857142857143
20179.428571428572
16472.14285714286
22194.571428571428
21550.0
19624.571428571428
19091.714285714286
16959.85714285714
17041.571428571428
11549.142857142857
20635.285714285714
18667.428571428572
16294.285714285714
17041.571428571428
12769.0
19112.714285714286
18472.714285714286
18028.85714285714
13398.714285714286
30574.285714285714
17090.428571428572
20351.285714285714
17002.0
23269.285714285714
23029.85714285714
22194.571428571428
13378.57142857143
16069.42857142857
13856.57142857143
20635.285714285714
11961.857142857143
23619.571428571428
12564.285714285714
21698.285714285714
21395.85714285714
17356.285714285714
26069.14285714286
18416.714285714286
18416.714285714286
18028.85714285714
33393.57142857143
16314.57142857143
24845.714285714286
14564.42857142857
18453.285714285714
18203.0
14308.857142857143
13398.714285714286
12428.285714285714
19284.285714285714
16971.85714285714
22407.85714285714
18874.428571428572
18997.285714285714
17538.428571428572
35449.857142857145
22194.571428571428
11266.857142857143
21210.85714285714
19984.571428571428
20949.571428571428
22194.571428571428
13654.285714285714
18453.285714285714
22551.571428571428
14625.42857142857
14625.42857142857
18640.571428571428
14182.857142857143
15182.142857142857
12430.57142857143
25734.14285714286
16908.714285714286
30957.14285714286
14308.857142857143
11266.857142857143
12769.0
18999.285714285714
15298.714285714286
14317.42857142857
12430.57142857143
21835.428571428572
16314.57142857143
15298.714285714286
25767.285714285714
15825.285714285714
14300.142857142857
21768.14285714286
23159.428571428572
13232.714285714286
30957.14285714286
13654.285714285714
19091.714285714286
17520.85714285714
19726.428571428572
22194.571428571428
11549.142857142857
13767.285714285714
22223.85714285714
20351.285714285714
21768.14285714286
18453.285714285714
25734.14285714286
23165.714285714286
22194.571428571428
12430.57142857143
23953.0
17265.0
20949.571428571428
16873.14285714286
21768.14285714286
23165.714285714286
13661.57142857143
17002.0
24688.428571428572
25823.14285714286
23619.571428571428
18169.0
22407.85714285714
16608.14285714286
20351.285714285714
16495.428571428572
23619.571428571428
26103.571428571428
12814.0
18667.428571428572
23570.714285714286
20025.285714285714
21914.85714285714
23091.714285714286
12422.142857142857
22194.571428571428
18667.428571428572
25638.14285714286
21914.85714285714
27024.0
23588.714285714286
18667.428571428572
24747.0
19351.85714285714
15755.857142857143
19500.428571428572
19112.714285714286
11747.0
12573.42857142857
18453.285714285714
17993.0
26069.14285714286
22437.428571428572
22194.571428571428
20351.285714285714
20351.285714285714
17108.285714285714
14738.142857142857
18028.85714285714
25053.85714285714
22407.85714285714
16873.14285714286
13767.285714285714
18794.428571428572
22194.571428571428
13860.42857142857
21386.428571428572
19723.571428571428
20351.285714285714
15368.857142857143
13654.285714285714
30975.14285714286
20051.0
13767.285714285714
16314.57142857143
19809.85714285714
20452.714285714286
22194.571428571428
22194.571428571428
15298.714285714286
18453.285714285714
11999.857142857143
12982.714285714286
19726.428571428572
11689.142857142857
20351.285714285714
20351.285714285714
20106.428571428572
14317.42857142857
11266.857142857143
24688.428571428572
18222.285714285714
26069.14285714286
13001.714285714286
11266.857142857143
14317.42857142857
16971.85714285714
20949.571428571428
12982.714285714286
15298.714285714286
24688.428571428572
12428.285714285714
11999.857142857143
13246.857142857143
32855.57142857143
17745.0
19284.285714285714
18416.714285714286
12692.42857142857
13767.285714285714
21768.14285714286
10773.714285714286
19713.428571428572
14300.142857142857
17979.714285714286
35257.71428571428
22407.85714285714
13316.714285714286
11549.142857142857
13767.285714285714
18667.428571428572
11266.857142857143
20888.285714285714
12573.42857142857
12745.714285714286
12745.714285714286
19587.0
17745.0
16495.428571428572
18203.0
26814.714285714286
11909.142857142857
9929.0
13661.57142857143
26069.14285714286
14225.42857142857
22093.0
20025.285714285714
22194.571428571428
12564.285714285714
19592.428571428572
19284.285714285714
18593.428571428572
26557.0
18667.428571428572
17090.428571428572
24053.571428571428
13001.714285714286
14317.42857142857
17979.714285714286
12745.714285714286
17405.714285714286
23149.571428571428
30975.14285714286
17979.714285714286
18667.428571428572
17745.0
15755.857142857143
21631.285714285714
23619.571428571428
18717.714285714286
11266.857142857143
14625.42857142857
12982.714285714286
12769.0
12440.857142857143
21550.0
22330.0
18667.428571428572
11999.857142857143
16495.428571428572
26481.0
12430.57142857143
20888.285714285714
15758.285714285714
12891.714285714286
22330.0
20025.285714285714
14564.42857142857
16453.285714285714
20025.285714285714
21631.285714285714
16230.714285714286
18849.85714285714
13232.714285714286
20456.571428571428
13232.714285714286
13246.857142857143
18203.0
20351.285714285714
12814.0
18078.285714285714
14317.42857142857
20351.285714285714
14308.857142857143
20949.571428571428
23165.714285714286
25309.571428571428
22846.0
25272.14285714286
16971.85714285714
21129.714285714286
25734.14285714286
11266.857142857143
14625.42857142857
13378.57142857143
27064.571428571428
18849.85714285714
23619.571428571428
13767.285714285714
15182.142857142857
22194.571428571428
21835.428571428572
35449.857142857145
30574.285714285714
25272.14285714286
18416.714285714286
20351.285714285714
16069.42857142857
11999.857142857143
15825.285714285714
20149.14285714286
17041.571428571428
22194.571428571428
18667.428571428572
18410.571428571428
20051.0
17237.285714285714
20351.285714285714
22017.571428571428
12745.714285714286
25638.14285714286
21768.14285714286
20351.285714285714
18667.428571428572
13192.142857142857
13378.57142857143
20351.285714285714
15721.57142857143
13378.57142857143
18028.85714285714
19592.428571428572
22330.0
22194.571428571428
13654.285714285714
20703.714285714286
11549.142857142857
26663.85714285714
13767.285714285714
19809.85714285714
12769.0
18885.571428571428
11808.0
16314.57142857143
18416.714285714286
16314.57142857143
19246.428571428572
18223.714285714286
17979.714285714286
20179.428571428572
20351.285714285714
18667.428571428572
17122.285714285714
21914.85714285714
18593.428571428572
14317.42857142857
18251.428571428572
18416.714285714286
13378.57142857143
13767.285714285714
16230.714285714286
21129.714285714286
