,单价,建筑面积,总楼层,有无电梯,挂牌时间,物业费用,建筑年代,绿  化  率,容  积  率,人车分流,总楼栋数,总  户  数,产权年限,卧室,客厅,卫生间,区域_北塘区,区域_南长区,区域_崇安区,区域_惠山区,区域_新区,区域_新吴区,区域_梁溪区,区域_江阴市,区域_滨湖区,区域_经开区,区域_锡山区,楼层层次_中层,楼层层次_低层,楼层层次_底层,楼层层次_顶层,楼层层次_高层,装修_暂无,装修_毛坯,装修_简装修,装修_精装修,装修_豪华装修,朝向_东,朝向_东北,朝向_东南,朝向_北,朝向_南,朝向_南北,朝向_西,朝向_西北,朝向_西南,产权性质_个人产权,产权性质_商品房,产权性质_经济适用房,建筑类型_塔楼,建筑类型_板塔结合,建筑类型_板楼
30,0.2056352563018102,0.16687747035573122,0.5158064516129032,0.99,0.9826037735849087,0.17251256281407035,0.8420754716981115,0.5,0.061432624113475186,0.01,0.5409960159362549,0.2754140044334333,0.9900000000000002,0.43,0.5,0.20600000000000002,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99
31,0.2607705032049475,0.19786561264822133,0.2787096774193548,0.99,0.978905660377363,0.32025125628140705,0.99,0.5,0.16638297872340427,0.01,0.06856573705179282,0.06609857869344113,0.9900000000000002,0.43,0.5,0.402,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99
32,0.41245230173499503,0.24628458498023714,0.08903225806451612,0.01,0.978905660377363,0.3891959798994975,0.9530188679245226,0.5,0.09687943262411348,0.01,0.08808764940239043,0.03585560916242883,0.9900000000000002,0.43,0.5,0.5980000000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99
33,0.3516801067689242,0.2501581027667984,0.3893548387096774,0.99,0.9271320754716962,0.19713567839195983,0.7496226415094286,0.5,0.20043971631205676,0.01,0.07637450199203186,0.16219454948493936,0.9900000000000002,0.43,0.5,0.402,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01
34,0.3751121261677851,0.14363636363636365,0.42096774193548386,0.01,0.8383773584905728,0.23160804020100503,0.8605660377358467,0.43,0.20808510638297875,0.01,0.12322709163346614,0.18494067023079933,0.9900000000000002,0.43,0.5,0.20600000000000002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99
35,0.4130417864997462,0.3024505928853755,0.5,0.99,0.9271320754716962,0.39904522613065324,0.8235849056603763,0.528,0.16499290780141845,0.01,0.06856573705179282,0.09663971834659016,0.9900000000000002,0.43,0.5,0.402,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01
36,0.4389054305532059,0.3605533596837945,0.16806451612903228,0.01,0.8531698113207554,0.2857788944723618,0.8235849056603763,0.57,0.09687943262411348,0.01,0.279402390438247,0.061881601251792935,0.9900000000000002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.99,0.01,0.01
37,0.3554564935431117,0.14557312252964424,0.4683870967741936,0.99,0.9160377358490592,0.23160804020100503,0.8605660377358467,0.43,0.20808510638297875,0.01,0.12322709163346614,0.18494067023079933,0.9900000000000002,0.43,0.255,0.20600000000000002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99
38,0.2704417376266471,0.22885375494071145,0.16806451612903228,0.99,0.9678113207547122,0.1626633165829146,0.7681132075471707,0.5840000000000001,0.11773049645390073,0.01,0.17788844621513947,0.13484808971182685,0.9900000000000002,0.43,0.5,0.402,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.01
39,0.1715925111374274,0.10490118577075097,0.2787096774193548,0.01,0.8383773584905728,0.07402010050251256,0.7311320754716933,0.43,0.08019858156028369,0.01,0.12322709163346614,0.14971400008693006,0.9900000000000002,0.29,0.255,0.20600000000000002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.99
